timestamp,price,market_cap,volume
2025-09-13 18:00:00,115970.58488443034,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-09-14 18:00:00,115373.55555886829,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-09-15 18:00:00,115397.25272727509,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-09-16 18:00:00,116762.8496864193,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-09-17 18:00:00,116455.94648225319,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-09-18 18:00:00,117145.49508952006,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-09-19 18:00:00,115655.81046441344,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-09-20 18:00:00,115715.51536781774,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-09-21 18:00:00,115304.47999407038,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-09-22 18:00:00,112696.74101711863,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-09-23 18:00:00,112022.16587861195,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-09-24 18:00:00,113320.56908541008,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-09-25 18:00:00,108963.53013595635,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-09-26 18:00:00,109710.20874667744,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-09-27 18:00:00,109654.81021075726,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-09-28 18:00:00,112142.57362752674,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-09-29 18:00:00,114309.15041119447,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-09-30 18:00:00,114024.22783550054,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-10-01 18:00:00,118503.24451752483,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-10-02 18:00:00,120611.71911591051,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-10-03 18:00:00,122250.15186842803,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-10-04 18:00:00,122380.93708463266,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-10-05 18:00:00,123506.18520027678,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-10-06 18:00:00,124773.50823074432,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-10-07 18:00:00,121518.75593575071,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-10-08 18:00:00,123352.50487523204,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-10-09 18:00:00,121698.03066778315,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-10-10 18:00:00,113201.74064138904,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-10-11 18:00:00,110853.11663883903,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
2025-10-12 18:00:00,115189.5714637257,"[1740096000000, 1950376106325.3228]","[1740096000000, 24175261969.81266]"
